prev2_op,prev1_op,curr_op,next1_op,next2_op,op1,op2,is_alu,is_branch,is_mem,mem_read,mem_write,has_imm,reg_dependency,t_states,diagnostic_label
ADD,JZ,LEA,MOV,PUSH,SI,AX,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
JZ,LEA,MOV,PUSH,MUL,SI,[BX],0,0,1,1,0,0,1,8.0,MEMORY_BOUND
LEA,MOV,PUSH,MUL,INC,DX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
MOV,PUSH,MUL,INC,POP,SI,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
PUSH,MUL,INC,POP,NOP,BX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,INC,POP,NOP,OR,[BX],,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
INC,POP,NOP,OR,TEST,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
POP,NOP,OR,TEST,INC,SI,BX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
NOP,OR,TEST,INC,CALL,[BP],BP,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
OR,TEST,INC,CALL,TEST,DX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,INC,CALL,TEST,JMP,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
INC,CALL,TEST,JMP,OR,BP,0001H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
CALL,TEST,JMP,OR,JZ,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,JMP,OR,JZ,RET,[SI],BX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
JMP,OR,JZ,RET,XOR,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,JZ,RET,XOR,XOR,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
JZ,RET,XOR,XOR,CALL,BX,1234H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
RET,XOR,XOR,CALL,NOP,[BX],AX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
XOR,XOR,CALL,NOP,PUSH,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,CALL,NOP,PUSH,AND,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CALL,NOP,PUSH,AND,DEC,CX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
NOP,PUSH,AND,DEC,DIV,CX,00FFH,1,0,0,0,0,1,1,4.0,DATA_DEPENDENCY
PUSH,AND,DEC,DIV,JZ,BP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
AND,DEC,DIV,JZ,INT,[SI],,1,0,1,1,0,0,0,124.0,MEMORY_BOUND
DEC,DIV,JZ,INT,SHR,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DIV,JZ,INT,SHR,AND,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JZ,INT,SHR,AND,XOR,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
INT,SHR,AND,XOR,ADD,BX,SI,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SHR,AND,XOR,ADD,NOP,SP,[BX],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
AND,XOR,ADD,NOP,JNE,[DI],CX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
XOR,ADD,NOP,JNE,CMP,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
ADD,NOP,JNE,CMP,AND,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
NOP,JNE,CMP,AND,OR,BX,0001H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
JNE,CMP,AND,OR,ADD,AX,[SI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
CMP,AND,OR,ADD,INT,BP,SP,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
AND,OR,ADD,INT,INT,AX,0002H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
OR,ADD,INT,INT,DEC,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
ADD,INT,INT,DEC,MOV,21H,,0,0,0,0,0,0,1,4.0,DATA_DEPENDENCY
INT,INT,DEC,MOV,TEST,[BP],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
INT,DEC,MOV,TEST,ADD,DI,[BX],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
DEC,MOV,TEST,ADD,DIV,DI,00FFH,0,0,0,0,0,1,1,4.0,DATA_DEPENDENCY
MOV,TEST,ADD,DIV,JMP,AX,[DI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
TEST,ADD,DIV,JMP,ADD,AX,,1,0,0,0,0,0,1,122.0,DATA_DEPENDENCY
ADD,DIV,JMP,ADD,XOR,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DIV,JMP,ADD,XOR,CALL,SP,0001H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
JMP,ADD,XOR,CALL,PUSH,DI,SI,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
ADD,XOR,CALL,PUSH,JMP,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,CALL,PUSH,JMP,XOR,[SI],,0,0,1,1,0,0,0,6.0,MEMORY_BOUND
CALL,PUSH,JMP,XOR,LEA,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
PUSH,JMP,XOR,LEA,NOP,[BX],SI,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
JMP,XOR,LEA,NOP,INT,[BP],SP,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
XOR,LEA,NOP,INT,DIV,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,NOP,INT,DIV,JMP,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
NOP,INT,DIV,JMP,JNE,[DI],,1,0,1,1,0,0,0,124.0,MEMORY_BOUND
INT,DIV,JMP,JNE,DEC,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DIV,JMP,JNE,DEC,INC,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
JMP,JNE,DEC,INC,NOP,[SI],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
JNE,DEC,INC,NOP,CALL,SP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,INC,NOP,CALL,ADD,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
INC,NOP,CALL,ADD,SHR,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
NOP,CALL,ADD,SHR,NOP,BP,SP,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CALL,ADD,SHR,NOP,TEST,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
ADD,SHR,NOP,TEST,DEC,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SHR,NOP,TEST,DEC,INT,[DI],AX,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
NOP,TEST,DEC,INT,INT,DX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,DEC,INT,INT,INT,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,INT,INT,INT,POP,21H,,0,0,0,0,0,0,1,4.0,DATA_DEPENDENCY
INT,INT,INT,POP,SHL,21H,,0,0,0,0,0,0,1,4.0,DATA_DEPENDENCY
INT,INT,POP,SHL,SHL,BP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
INT,POP,SHL,SHL,JNE,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
POP,SHL,SHL,JNE,INT,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SHL,SHL,JNE,INT,SUB,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
SHL,JNE,INT,SUB,SHL,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,INT,SUB,SHL,LEA,DX,1234H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
INT,SUB,SHL,LEA,DEC,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SUB,SHL,LEA,DEC,JMP,DX,0001H,0,0,1,0,0,1,0,6.0,ALU_OPTIMAL
SHL,LEA,DEC,JMP,JNE,[DI],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
LEA,DEC,JMP,JNE,INT,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,JMP,JNE,INT,TEST,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
JMP,JNE,INT,TEST,SUB,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,INT,TEST,SUB,LEA,[DI],SP,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
INT,TEST,SUB,LEA,CALL,DI,0002H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
TEST,SUB,LEA,CALL,MUL,[BP],SI,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
SUB,LEA,CALL,MUL,CALL,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,CALL,MUL,CALL,POP,SP,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
CALL,MUL,CALL,POP,DEC,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,CALL,POP,DEC,SHL,[SI],,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
CALL,POP,DEC,SHL,INT,[DI],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
POP,DEC,SHL,INT,JMP,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,SHL,INT,JMP,MUL,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SHL,INT,JMP,MUL,DEC,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
INT,JMP,MUL,DEC,MUL,CX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
JMP,MUL,DEC,MUL,MUL,DX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,DEC,MUL,MUL,RET,[BX],,1,0,1,1,0,0,0,124.0,MEMORY_BOUND
DEC,MUL,MUL,RET,POP,BX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
MUL,MUL,RET,POP,JNE,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,RET,POP,JNE,CMP,DI,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
RET,POP,JNE,CMP,NOP,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
POP,JNE,CMP,NOP,TEST,[SI],DI,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
JNE,CMP,NOP,TEST,NOP,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CMP,NOP,TEST,NOP,MOV,BP,1234H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
NOP,TEST,NOP,MOV,JMP,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,NOP,MOV,JMP,MOV,CX,[SI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
NOP,MOV,JMP,MOV,DIV,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,JMP,MOV,DIV,MUL,CX,0002H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
JMP,MOV,DIV,MUL,TEST,[SI],,1,0,1,1,0,0,0,124.0,MEMORY_BOUND
MOV,DIV,MUL,TEST,INC,CX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
DIV,MUL,TEST,INC,OR,[BP],CX,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
MUL,TEST,INC,OR,XOR,[DI],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
TEST,INC,OR,XOR,LEA,DI,[DI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
INC,OR,XOR,LEA,JMP,DX,[BP],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
OR,XOR,LEA,JMP,DEC,DI,BP,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
XOR,LEA,JMP,DEC,CALL,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,JMP,DEC,CALL,AND,BP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JMP,DEC,CALL,AND,JMP,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,CALL,AND,JMP,LEA,DI,BX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CALL,AND,JMP,LEA,PUSH,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
AND,JMP,LEA,PUSH,NOP,AX,[SI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
JMP,LEA,PUSH,NOP,AND,DI,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
LEA,PUSH,NOP,AND,SHR,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
PUSH,NOP,AND,SHR,POP,AX,BX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
NOP,AND,SHR,POP,INT,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
AND,SHR,POP,INT,SHR,DI,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
SHR,POP,INT,SHR,XOR,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
POP,INT,SHR,XOR,SUB,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
INT,SHR,XOR,SUB,DIV,BX,[SI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
SHR,XOR,SUB,DIV,JNE,DX,[BX],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
XOR,SUB,DIV,JNE,JZ,[BX],,1,0,1,1,0,0,1,126.0,MEMORY_BOUND
SUB,DIV,JNE,JZ,LEA,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DIV,JNE,JZ,LEA,SHR,SHORT_LABEL,,0,1,0,0,0,0,1,4.0,DATA_DEPENDENCY
JNE,JZ,LEA,SHR,TEST,DI,[BX],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
JZ,LEA,SHR,TEST,XOR,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,SHR,TEST,XOR,PUSH,CX,0002H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
SHR,TEST,XOR,PUSH,PUSH,DI,AX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,XOR,PUSH,PUSH,RET,[BP],,0,0,1,1,0,0,0,6.0,MEMORY_BOUND
XOR,PUSH,PUSH,RET,ADD,[DI],,0,0,1,1,0,0,0,6.0,MEMORY_BOUND
PUSH,PUSH,RET,ADD,MOV,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
PUSH,RET,ADD,MOV,DEC,[BP],AX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
RET,ADD,MOV,DEC,CALL,DI,DX,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
ADD,MOV,DEC,CALL,JZ,BP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,DEC,CALL,JZ,CMP,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,CALL,JZ,CMP,JNE,FAR_LABEL,,0,1,0,0,0,0,1,4.0,DATA_DEPENDENCY
CALL,JZ,CMP,JNE,CALL,SP,00FFH,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
JZ,CMP,JNE,CALL,JNE,FAR_LABEL,,0,1,0,0,0,0,0,18.0,CONTROL_FLOW_HAZARD
CMP,JNE,CALL,JNE,SHR,FAR_LABEL,,0,1,0,0,0,0,1,4.0,DATA_DEPENDENCY
JNE,CALL,JNE,SHR,POP,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
CALL,JNE,SHR,POP,DEC,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,SHR,POP,DEC,CALL,DX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
SHR,POP,DEC,CALL,ADD,CX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
POP,DEC,CALL,ADD,MOV,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,CALL,ADD,MOV,NOP,[SI],AX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
CALL,ADD,MOV,NOP,NOP,SI,[BP],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
ADD,MOV,NOP,NOP,MUL,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,NOP,NOP,MUL,MUL,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
NOP,NOP,MUL,MUL,MOV,[SI],,1,0,1,1,0,0,0,124.0,MEMORY_BOUND
NOP,MUL,MUL,MOV,PUSH,BX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
MUL,MUL,MOV,PUSH,RET,SI,1234H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
MUL,MOV,PUSH,RET,POP,CX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
MOV,PUSH,RET,POP,AND,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
PUSH,RET,POP,AND,JZ,CX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
RET,POP,AND,JZ,DIV,BP,00FFH,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
POP,AND,JZ,DIV,OR,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
AND,JZ,DIV,OR,RET,[DI],,1,0,1,1,0,0,0,124.0,MEMORY_BOUND
JZ,DIV,OR,RET,SHR,[SI],DX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
DIV,OR,RET,SHR,OR,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,RET,SHR,OR,SHR,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
RET,SHR,OR,SHR,LEA,SI,0001H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
SHR,OR,SHR,LEA,DEC,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,SHR,LEA,DEC,JMP,[DI],AX,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
SHR,LEA,DEC,JMP,LEA,DI,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,DEC,JMP,LEA,SHR,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,JMP,LEA,SHR,CMP,DX,0001H,0,0,1,0,0,1,0,6.0,ALU_OPTIMAL
JMP,LEA,SHR,CMP,RET,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,SHR,CMP,RET,MUL,BP,1234H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
SHR,CMP,RET,MUL,LEA,,,0,1,0,0,0,0,0,18.0,ALU_OPTIMAL
CMP,RET,MUL,LEA,INT,AX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
RET,MUL,LEA,INT,XOR,BX,DX,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
MUL,LEA,INT,XOR,SHR,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,INT,XOR,SHR,MUL,DI,1234H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
INT,XOR,SHR,MUL,SHL,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,SHR,MUL,SHL,DEC,CX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
SHR,MUL,SHL,DEC,CALL,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,SHL,DEC,CALL,OR,DI,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SHL,DEC,CALL,OR,SUB,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,CALL,OR,SUB,OR,DX,[BP],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
CALL,OR,SUB,OR,TEST,SP,0001H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
OR,SUB,OR,TEST,CALL,BX,0001H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
SUB,OR,TEST,CALL,SHR,DI,0002H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
OR,TEST,CALL,SHR,DEC,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,CALL,SHR,DEC,INT,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CALL,SHR,DEC,INT,CALL,CX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SHR,DEC,INT,CALL,RET,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,INT,CALL,RET,SHL,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
INT,CALL,RET,SHL,ADD,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
CALL,RET,SHL,ADD,JNE,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
RET,SHL,ADD,JNE,JNE,BX,0002H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
SHL,ADD,JNE,JNE,POP,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
ADD,JNE,JNE,POP,CMP,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,JNE,POP,CMP,JNE,AX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
JNE,POP,CMP,JNE,POP,[SI],BP,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
POP,CMP,JNE,POP,JMP,FAR_LABEL,,0,1,0,0,0,0,0,18.0,CONTROL_FLOW_HAZARD
CMP,JNE,POP,JMP,ADD,DX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
JNE,POP,JMP,ADD,CMP,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
POP,JMP,ADD,CMP,SHR,AX,DI,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JMP,ADD,CMP,SHR,CALL,DX,00FFH,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
ADD,CMP,SHR,CALL,JZ,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CMP,SHR,CALL,JZ,RET,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
SHR,CALL,JZ,RET,PUSH,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
CALL,JZ,RET,PUSH,PUSH,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
JZ,RET,PUSH,PUSH,CALL,DX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
RET,PUSH,PUSH,CALL,PUSH,AX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
PUSH,PUSH,CALL,PUSH,RET,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
PUSH,CALL,PUSH,RET,OR,SP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
CALL,PUSH,RET,OR,OR,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
PUSH,RET,OR,OR,MUL,BX,[BP],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
RET,OR,OR,MUL,XOR,AX,[BP],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
OR,OR,MUL,XOR,OR,AX,,1,0,0,0,0,0,1,122.0,DATA_DEPENDENCY
OR,MUL,XOR,OR,RET,BX,0001H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
MUL,XOR,OR,RET,LEA,CX,SI,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,OR,RET,LEA,DEC,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,RET,LEA,DEC,CALL,[BX],AX,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
RET,LEA,DEC,CALL,SHL,BP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,DEC,CALL,SHL,DEC,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,CALL,SHL,DEC,MOV,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CALL,SHL,DEC,MOV,ADD,SP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SHL,DEC,MOV,ADD,OR,SP,1234H,0,0,0,0,0,1,1,4.0,DATA_DEPENDENCY
DEC,MOV,ADD,OR,CALL,BX,BP,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,ADD,OR,CALL,LEA,DX,[BP],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
ADD,OR,CALL,LEA,XOR,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,CALL,LEA,XOR,CMP,SI,[BX],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
CALL,LEA,XOR,CMP,NOP,SI,1234H,1,0,0,0,0,1,1,4.0,DATA_DEPENDENCY
LEA,XOR,CMP,NOP,MUL,SP,[BP],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
XOR,CMP,NOP,MUL,INC,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CMP,NOP,MUL,INC,JMP,CX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
NOP,MUL,INC,JMP,INT,SI,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,INC,JMP,INT,AND,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
INC,JMP,INT,AND,SUB,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JMP,INT,AND,SUB,PUSH,DI,BX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
INT,AND,SUB,PUSH,XOR,CX,[BX],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
AND,SUB,PUSH,XOR,CALL,AX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
SUB,PUSH,XOR,CALL,XOR,[BP],BP,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
PUSH,XOR,CALL,XOR,MOV,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,CALL,XOR,MOV,SHL,BP,0001H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
CALL,XOR,MOV,SHL,SHR,DX,[BP],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
XOR,MOV,SHL,SHR,NOP,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,SHL,SHR,NOP,AND,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SHL,SHR,NOP,AND,SUB,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SHR,NOP,AND,SUB,DEC,AX,[SI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
NOP,AND,SUB,DEC,SHR,[BX],SP,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
AND,SUB,DEC,SHR,CALL,BP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SUB,DEC,SHR,CALL,CALL,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,SHR,CALL,CALL,SHR,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
SHR,CALL,CALL,SHR,LEA,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
CALL,CALL,SHR,LEA,CALL,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
